,Wine Name,Country,Region,Winery,Rating,# Ratings,Price (€),Year,Type
272,Rubesco Rosso di Torgiano,Italy,Torgiano,Lungarotti,3.7,1071,9.8,2016,Red
273,Yamhill Cuvée Pinot Noir,United States,Willamette Valley,Domaine Serene,4.3,1071,59.0,2014,Red
274,Gran Enemigo,Argentina,Mendoza,El Enemigo,4.5,1072,62.39,2015,Red
275,Macán Clásico,Spain,Rioja,Benjamin de Rothschild - Vega Sicilia,4.3,1073,48.54,2015,Red
276,Zinfandel,United States,North Coast,Ghost Pines,3.9,1075,17.29,2016,Red
277,Reserve Malbec,Argentina,Tupungato,Sophenia,3.8,1076,13.09,2016,Red
278,Saint-Estèphe,France,Saint-Estèphe,Château de Pez,3.9,1077,36.9,2011,Red
279,Rosso di Montalcino Leopoldo Franceschi,Italy,Rosso di Montalcino,Tenuta Il Poggione,3.9,1077,21.34,2014,Red
280,Saint-Estèphe (Grand Cru Classé),France,Saint-Estèphe,Château Lafon-Rochet,4.1,1077,79.95,2005,Red
281,Diamond Collection Zinfandel (Red Label),United States,Napa Valley,Francis Ford Coppola,3.9,1078,21.39,2016,Red
282,Overture,United States,Napa Valley,Opus One,4.4,10799,154.99,N.V.,Red
283,Nèprica Cabernet Sauvignon,Italy,Puglia,Tormaresca,3.5,108,8.33,2018,Red
284,Veneto Rosso del Bepi,Italy,Veneto,Quintarelli Giuseppe,4.4,108,115.92,2010,Red
285,Taurasi,Italy,Taurasi,Feudi di San Gregorio,4.1,108,17.45,2015,Red
286,Tributo Carmenère,Chile,Colchagua Valley,Caliterra,3.7,108,9.64,2018,Red
287,Lalande-de-Pomerol,France,Lalande-de-Pomerol,Château Les Hauts-Conseillants,4.0,108,20.37,2014,Red
288,Coteaux Du Languedoc La Clape L'Hospitalitas,France,La Clape,Gérard Bertrand,4.4,108,71.39,2015,Red
289,Shiraz,South Africa,Stellenbosch,Kaapzicht,4.0,108,15.55,2015,Red
290,Gigondas Valbelle,France,Gigondas,Château de Saint Cosme,4.3,108,49.95,2015,Red
291,Primitivo di Manduria,Italy,Primitivo di Manduria,Terre di Campo Sasso,4.1,108,8.28,2018,Red
292,Redhill Pinotage,South Africa,Stellenbosch,Simonsig,4.2,108,19.4,2017,Red
293,Finca Dofí,Spain,Priorat,Álvaro Palacios,4.4,108,69.95,2017,Red
294,Unique Selection,Chile,Colchagua Valley,Siegel,4.2,108,28.9,2015,Red
295,Sud Malvasia Nera,Italy,Salento,San Marzano,3.9,108,7.25,2016,Red
296,Alboreto Nobile di Montepulciano,Italy,Vino Nobile di Montepulciano,Talosa,3.9,108,14.13,2016,Red
297,Tempranillo Reserva,Spain,Rioja,Bodegas Amaren,4.2,108,34.9,2010,Red
298,Bordeaux Supérieur,France,Bordeaux Supérieur,Château Picon,3.5,108,7.35,2017,Red
299,Valpolicella Valpantena,Italy,Valpolicella Valpantena,Costa Arente,3.8,108,15.67,2017,Red
300,Poggio Al Tufo Alicante,Italy,Maremma Toscana,Tommasi,3.9,108,20.32,2015,Red
301,Conde de Valdemar Reserva,Spain,Rioja,Bodegas Valdemar,4.0,108,13.26,2012,Red
302,Rondeur Appassimento,France,Pays d'Oc,Domaine La Grange,4.2,108,9.37,2018,Red
303,Zarihs Syrah,Spain,Campo de Borja,Borsao,4.1,108,15.69,2016,Red
304,Merlot Selección,Spain,Extremadura,Coloma,4.0,108,11.95,2016,Red
305,Tinto,Spain,Castilla y León,Dehesa La Granja,4.1,108,35.0,2000,Red
306,Siebeneich Merlot Riserva,Italy,Südtirol - Alto Adige,Colterenzio (Schreckbichl),3.8,108,19.01,2016,Red
307,Cabernet Sauvignon,South Africa,Stellenbosch,Stark-Condé,3.8,108,11.99,2017,Red
308,Amarone,Italy,Amarone della Valpolicella,Musella,4.2,108,29.12,2012,Red
309,Reserva,Spain,Rioja,Ortega Ezquerro,3.9,108,13.95,2012,Red
310,Palha Canas Tinto,Portugal,Lisboa,Casa Santos Lima,3.6,108,8.9,2016,Red
311,12 e Mezzo Primitivo del Salento,Italy,Salento,Varvaglione,3.9,1080,7.25,2017,Red
312,50 &,Italy,Toscana,Capannelle,4.4,1081,112.0,2013,Red
313,Cabernet Sauvignon de Purcari,Moldova,South Eastern,Château Purcari,4.1,1082,12.98,2017,Red
314,Ca'Marcanda Promis Toscana,Italy,Toscana,Gaja,4.0,1083,30.9,2017,Red
315,Cabernet Sauvignon - Merlot,Spain,Somontano,Enate,3.6,1084,9.5,2015,Red
316,Conde de Valdemar Gran Reserva,Spain,Rioja,Bodegas Valdemar,4.0,1084,19.99,2008,Red
317,Whole Berry Cabernet Sauvignon,South Africa,Robertson,Springfield Estate,4.1,1084,16.75,2017,Red
318,Clásico Garnacha,Spain,Campo de Borja,Borsao,3.6,1085,5.99,2018,Red
319,Sideral,Chile,Cachapoal Valley,Altaïr,4.2,1085,21.45,2017,Red
320,Charles Wetmore Cabernet Sauvignon,United States,Livermore Valley,Wente,4.0,1086,21.1,2014,Red
321,Saint-Estèphe,France,Saint-Estèphe,Château de Pez,4.0,1089,33.9,2012,Red
322,Gran Reserva Cabernet Sauvignon,Chile,Maipo Valley,Carmen,3.8,1089,11.65,2017,Red
323,Mentor Cabernet,Australia,Barossa,Peter Lehmann,3.9,109,32.69,2013,Red
324,Montagne-Saint-Émilion,France,Montagne-Saint-Émilion,Clos de Bouard,4.0,109,27.2,2016,Red
325,Les Cépages Cabernet Sauvignon,France,Pays d'Oc,Baron Philippe de Rothschild,3.4,109,7.27,2018,Red
326,L'Esprit Terroir La Clape,France,La Clape,Château Rouquette Sur Mer,3.8,109,14.95,2015,Red
327,Saint-Émilion Grand Cru (Premier Grand Cru Classé),France,Saint-Émilion Grand Cru,Château Belair-Monange,4.3,109,224.95,2015,Red
328,Pinot Noir,United States,Central Coast,Ryder Estate,3.7,109,16.72,2017,Red
329,Malbec,France,Comté Tolosan,Carmelle,3.7,109,6.45,2018,Red
330,Merlot,United States,Washington,Stimson Estate Cellars,3.6,109,8.29,2015,Red
331,Blaufränkisch,Austria,Burgenland,Krutzler,3.5,109,8.98,2017,Red
332,I Sodi del Paretaio,Italy,Chianti,Badia di Morrona,3.5,109,7.99,2018,Red
333,Villa Blanche Syrah,France,Pays d'Oc,Calmel & Joseph,3.8,109,7.4,2017,Red
334,Arbossar,Spain,Priorat,Terroir Al Límit Soc. Lda,4.0,109,60.0,2016,Red
335,Amarone Della Valpolicella Marta Galli,Italy,Amarone della Valpolicella,Le Ragose,4.3,109,59.9,2007,Red
336,Vera Cruz Shiraz,South Africa,Stellenbosch,Delheim,4.3,109,35.5,2014,Red
337,Poggio d'Arna Toscana,Italy,Toscana,Tenuta di Sesta,4.0,109,12.58,2016,Red
338,Contador Rioja,Spain,Rioja,Bodega Contador (Benjamín Romeo),4.6,109,328.95,2014,Red
339,Fronsac,France,Fronsac,Château Moulin Haut-Laroque,4.0,109,22.37,2015,Red
340,Pinot Noir ***,Germany,Baden,Weingut Holger Koch,3.6,109,29.95,2014,Red
341,Lemberger Trocken,Germany,Württemberg,Grafen Neipperg,3.2,109,9.6,2014,Red
342,Sestal,Spain,Mallorca,Ses Talaioles,4.2,109,31.68,2014,Red
343,Pomerol,France,Pomerol,Château Gombaude-Guillot,4.1,109,68.81,2012,Red
344,Priorat Cruor,Spain,Priorat,Casa Gran del Siurana,4.1,109,20.99,2016,Red
345,Domaine de la Madone Beaujolais Le Perréon,France,Beaujolais,Jean-Marc Despres,3.7,109,8.67,2018,Red
346,Saint-Estèphe,France,Saint-Estèphe,Château Clauzet,3.8,109,24.75,2016,Red
347,Valpolicella Superiore,Italy,Valpolicella,Allegrini,3.7,1092,13.16,2014,Red
348,The Scribbler Cabernet - Shiraz,Australia,Barossa Valley,Yalumba,3.6,1093,20.76,2013,Red
349,Boom Boom! Syrah,United States,Columbia Valley,Charles Smith,3.5,1093,18.42,2016,Red
350,Margaux (Grand Cru Classé),France,Margaux,Château Prieuré-Lichine,4.2,1094,79.0,2010,Red
351,Crianza Tempranillo,Spain,Rioja,Baigorri,3.8,1097,12.6,2016,Red
352,Berola,Spain,Campo de Borja,Borsao,3.9,1098,14.5,2014,Red
353,Blaufränkisch,Austria,Burgenland,Rosi Schuster,3.7,110,14.9,2017,Red
354,Spätburgunder,Germany,Ahr,Jean Stodden,3.5,110,12.4,2017,Red
355,Brunello di Montalcino Riserva,Italy,Brunello di Montalcino,Biondi-Santi,4.5,110,447.43,2011,Red
356,Cabernet Sauvignon,Argentina,Uco Valley,DiamAndes,3.8,110,16.99,2015,Red
357,Italian Collection Tosca,South Africa,Stellenbosch,Morgenster Estate,4.0,110,24.32,2011,Red
358,Cabernet Sauvignon,South Africa,Stellenbosch,Meerlust,4.1,110,21.34,2016,Red
359,Saint-Émilion Grand Cru (Grand Cru Classé),France,Saint-Émilion Grand Cru,Clos des Jacobins,4.2,110,58.95,2005,Red
360,Nero d'Avola,Italy,Terre Siciliane,Fatascia,3.6,110,7.53,2018,Red
361,Givry,France,Givry,Joseph Drouhin,3.9,110,19.4,2017,Red
362,Bordeaux Réserve Rouge,France,Bordeaux,Château Rauzan Despagne,3.4,110,18.9,2015,Red
363,Bricco Dei Merli Barbera d'Alba,Italy,Barbera d'Alba,Elvio Cogno,3.6,110,19.95,2014,Red
364,Bandol Rouge,France,Bandol,Gros' Noré,3.9,110,59.0,2007,Red
365,Teldeschi Vineyard Zinfandel,United States,Dry Creek Valley,Ravenswood,4.0,110,33.95,2016,Red
366,Ornato Barolo,Italy,Barolo,Pio Cesare,4.2,110,81.97,2015,Red
367,Colledilà Chianti Classico Gran Selezione,Italy,Chianti Classico,Ricasoli,4.2,110,45.0,2016,Red
368,Pomerol,France,Pomerol,Château La Grave (Trigant de Boisset),3.8,110,31.2,2013,Red
369,1921 Primitivo di Manduria Riserva,Italy,Primitivo di Manduria,Varvaglione,4.1,110,39.9,2012,Red
370,Martelo Reserva,Spain,Rioja,Torre de Oña,4.0,110,28.41,2012,Red
371,Rosso di Montepulciano Prugnolo,Italy,Rosso di Montepulciano,Boscarelli,3.7,110,12.9,2017,Red
372,Valley Oaks Cabernet Sauvignon,United States,California,Fetzer,3.6,1102,11.19,2016,Red
373,Saint-Julien (Grand Cru Classé),France,Saint-Julien,Château Branaire-Ducru,4.2,1103,88.95,2005,Red
374,The Pundit,United States,Columbia Valley,Tenet Wines,3.9,1104,27.99,2016,Red
375,Pinot Noir,United States,Los Carneros,Black Stallion,3.9,1105,34.32,2016,Red
376,Don Maximiano Founder's Reserve,Chile,Aconcagua Valley,Errazuriz,4.4,1106,83.6,2015,Red
377,Marne 180 Amarone della Valpolicella,Italy,Amarone della Valpolicella,Tedeschi,4.3,1106,31.9,2015,Red
378,Chronicon Montepulciano d'Abruzzo,Italy,Montepulciano d'Abruzzo,Cantina Zaccagnini,3.9,1106,11.95,2013,Red
379,Emilien,France,Côtes de Bordeaux,Château le Puy,4.0,1106,39.9,2015,Red
380,Pinot Nero,Italy,Südtirol - Alto Adige,Castel Sallegg,3.6,111,11.5,2016,Red
381,Single Estate Red,Portugal,Alentejano,Azamor,3.9,111,9.65,2015,Red
382,Pinot Noir,Austria,Neusiedlersee,Pittnauer,3.8,111,11.95,2018,Red
383,Fronsac,France,Fronsac,Château Moulin Haut-Laroque,3.8,111,17.5,2013,Red
384,Pinot Noir,Germany,Pfalz,Matthias Gaul,3.7,111,9.9,2018,Red
385,Vürsù Barbaresco Gallina,Italy,Barbaresco,La Spinetta,4.3,111,115.7,2014,Red
386,Montesodi Toscana,Italy,Toscana,Castello Nipozzano,4.2,111,44.57,2016,Red
387,Colle Ambro Rosso Piceno,Italy,Rosso Piceno,Garofoli,3.5,111,7.9,2017,Red
388,AN/,Spain,Mallorca,Ànima Negra,4.1,111,19.99,2018,Red
389,Oraison Côtes du Rhône,France,Côtes-du-Rhône,Badet Clement,3.4,111,8.5,2016,Red
390,Etna San Lorenzo Rosso,Italy,Etna,Tenuta delle Terre Nere,4.2,111,39.9,2017,Red
391,Negroamaro,Italy,Puglia,A Mano,3.5,111,6.75,2017,Red
392,Breg Rosso,Italy,Venezia Giulia,Gravner,4.2,111,95.55,2004,Red
393,Gigondas Le Claux,France,Gigondas,Château de Saint Cosme,4.3,111,59.95,2011,Red
394,Côtes du Rhône Villages Sablet,France,Côtes-du-Rhône-Villages 'Sablet',Château du Trignon,3.8,111,10.67,2012,Red
395,Paleo,Italy,Toscana,Le Macchiole,4.5,111,92.05,2016,Red
396,Dominio de Fontana Garnacha - Syrah,Spain,Uclés,Bodegas Fontana,3.6,111,7.36,2017,Red
397,Rosso di Montalcino,Italy,Rosso di Montalcino,Casanova di Neri,4.0,111,20.9,2017,Red
398,Carchelo (C),Spain,Jumilla,Carchelo,3.6,111,8.92,2017,Red
399,Reserva Rioja (Finca Ygay),Spain,Rioja,Marqués de Murrieta,4.0,111,18.0,2016,Red
400,Barrel Selection Cabernet Sauvignon,Argentina,Uco Valley,Salentein,3.6,111,12.9,2018,Red
401,Syrah,South Africa,Stellenbosch,Zevenwacht,4.1,111,13.99,2016,Red
402,Don Antonio Nero d'Avola (Riserva),Italy,Sicilia,Morgante,4.2,111,25.9,2016,Red
403,Wunderwerk Spätburgunder,Germany,Rheinhessen,Dreissigacker,3.8,111,27.0,2014,Red
404,Clos d'Ora,France,Minervois La Livinière,Gérard Bertrand,4.5,111,229.0,2015,Red
405,Hommage à Jacques Perrin Châteauneuf-du-Pape,France,Châteauneuf-du-Pape,Château de Beaucastel,4.6,111,515.0,2016,Red
406,Director's Cut Zinfandel,United States,Dry Creek Valley,Francis Ford Coppola,4.1,1110,32.5,2015,Red
407,Reserva Ribera del Duero,Spain,Ribera del Duero,Condado de Oriza,3.7,1111,14.52,2014,Red
408,Amarone della Valpolicella Classico,Italy,Amarone della Valpolicella Classico,Allegrini,4.3,1111,50.69,2015,Red
409,Châteauneuf-du-Pape,France,Châteauneuf-du-Pape,E. Guigal,4.1,1112,32.54,2015,Red
410,Reserve Pinot Noir,Argentina,Uco Valley,Salentein,3.8,1114,15.69,2014,Red
411,Malbec,Argentina,Mendoza,Argento,3.6,1117,9.99,2018,Red
412,Rioja Reserva,Spain,Rioja,Marqués de Riscal,4.1,11170,15.5,2015,Red
413,Moulis-en-Médoc,France,Moulis-en-Médoc,Château Chasse-Spleen,3.9,1118,43.77,2014,Red
414,Plumbago Nero d'Avola Sicilia,Italy,Sicilia,Planeta,3.6,1118,13.93,2016,Red
415,Vigna Corvino Montepulciano d'Abruzzo,Italy,Montepulciano d'Abruzzo,Contesa,3.8,112,6.32,2018,Red
416,Cabernet Sauvignon,Romania,Samburesti,Castel Bolovanu,3.3,112,7.9,2016,Red
417,Códice,Spain,Castilla y León,Dominio de Eguren,3.5,112,5.75,2017,Red
418,Pinot Noir,South Africa,Walker Bay,Creation,3.9,112,18.99,2018,Red
419,Aigle Les Murailles Rouge,Switzerland,Aigle,Henri Badoux,3.7,112,23.17,2015,Red
420,Big G,South Africa,Franschhoek,Holden Manz,4.2,112,23.9,2015,Red
421,Barbera d'Alba Aves,Italy,Barbera d'Alba,Comm. G.B. Burlotto,4.0,112,24.0,2018,Red
422,Chinon Rouge,France,Chinon,Domaine Gouron,3.5,112,8.75,2015,Red
423,Bardolino,Italy,Bardolino,Corte Giara,3.5,112,5.9,2016,Red
424,Provident Shiraz,Australia,Barossa Valley,Soul Growers,3.6,112,24.37,2016,Red
425,Perdixi,Italy,Isola dei Nuraghi,Olianas,3.7,112,19.5,2013,Red
426,Puisseguin Saint-Émilion,France,Puisseguin-Saint-Émilion,Château Moulin de Curat,3.4,112,10.75,2013,Red
427,Pissarres,Spain,Priorat,Costers del Priorat,4.0,112,12.85,2017,Red
428,Arcidiavolo,Italy,Toscana,Teruzzi & Puthod,4.2,112,17.45,2008,Red
429,Colheita Alentejano Tinto,Portugal,Alentejano,Monte Cascas,3.6,112,9.65,2015,Red
430,Malbec,Argentina,Uco Valley,DiamAndes,3.6,1122,16.56,2013,Red
431,Bordeaux Rouge,France,Bordeaux,Baron Philippe de Rothschild,3.2,1123,7.95,2014,Red
432,Pauillac (Grand Cru Classé),France,Pauillac,Château Pichon Baron,4.4,1125,139.0,2011,Red
433,Pauillac (Grand Cru Classé),France,Pauillac,Château Grand-Puy-Lacoste,4.2,1125,76.95,2011,Red
434,Selvarossa Riserva,Italy,Salice Salentino,Cantine due Palme,4.0,1125,14.95,2014,Red
435,Rocca Guicciarda Chianti Classico Riserva,Italy,Chianti Classico,Ricasoli,3.7,1129,13.79,2016,Red
436,Diamond Collection Malbec (Celestial Blue Label),United States,Napa Valley,Francis Ford Coppola,3.6,113,26.31,2017,Red
437,Rioja Tempranillo Elaboración Especial,Spain,Rioja,Beronia,3.7,113,11.99,2017,Red
438,Pomerol,France,Pomerol,Château Moulinet-Lasserre,4.1,113,46.79,2015,Red
439,1300 Merlot,Argentina,Tupungato,Andeluna,3.3,113,7.7,2016,Red
440,Tradition Spätburgunder,Germany,Franken,Rudolf Fürst,3.8,113,16.9,2017,Red
441,Nebbiolo Langhe,Italy,Langhe,Giacomo Fenocchio,3.7,113,16.9,2018,Red
442,Pinot Noir,United States,California,Spellbound,3.6,113,14.49,2016,Red
443,Tenuta Belguardo,Italy,Maremma Toscana,Mazzei,3.8,113,49.0,2015,Red
444,Kalkmergel Spätburgunder,Germany,Pfalz,Knipser,3.8,113,23.38,2014,Red
445,Merlot,Italy,Südtirol - Alto Adige,Alois Lageder,3.7,113,17.79,2015,Red
446,Châteauneuf-du-Pape,France,Châteauneuf-du-Pape,Clos des Papes (Paul Avril),4.2,113,86.76,2017,Red
447,Chianti Classico,Italy,Chianti Classico,Monte Guelfo,3.4,113,8.29,2016,Red
448,Valdehermoso Crianza,Spain,Ribera del Duero,Valderiz,3.7,113,13.5,2016,Red
449,Bel Noce Primitivo,Italy,Salento,Cantina Rosa del Golfo,4.2,113,9.78,2017,Red
450,Moulin des Costes Bandol Rouge,France,Bandol,Domaines Bunan,3.7,113,115.0,2011,Red
451,Sapaio Bolgheri Superiore,Italy,Bolgheri Superiore,Podere Sapaio,4.2,113,54.81,2016,Red
452,Rosso di Montalcino,Italy,Rosso di Montalcino,Poggio Landi,3.7,113,13.5,2015,Red
453,Côtes du Rhône,France,Côtes-du-Rhône,Rocca Maura,3.4,113,7.5,2016,Red
454,Filo di Seta Brunello di Montalcino,Italy,Brunello di Montalcino,Castello Romitorio,4.3,113,52.87,2012,Red
455,Saint-Émilion Grand Cru,France,Saint-Émilion Grand Cru,Clos Dubreuil,4.1,113,63.2,2011,Red
456,Quinta Generation (5th),Chile,Colchagua Valley,Casa Silva,4.2,113,20.42,2016,Red
457,Cuvée X,Germany,Pfalz,Knipser,4.1,113,40.65,2015,Red
458,Pauillac (Grand Cru Classé),France,Pauillac,Château Pichon Longueville Comtesse de Lalande,4.4,113,154.99,2017,Red
459,Bachgart Blauburgunder,Italy,Südtirol - Alto Adige,Klaus Lentsch,3.8,113,42.9,2015,Red
460,Priorat,Spain,Priorat,Clos Mogador,4.5,113,77.01,2017,Red
461,Hillside Select Cabernet Sauvignon,United States,Stags Leap District,Shafer,4.6,113,378.98,2015,Red
462,Bernoota Shiraz - Cabernet,Australia,Langhorne Creek,Lake Breeze Wines,3.9,113,20.75,2016,Red
463,Reserva Carmenère,Chile,Colchagua Valley,Caliterra,3.6,113,6.33,2018,Red
464,Small Hill Red,Austria,Burgenland,Leo Hillinger,3.6,113,9.17,2017,Red
465,Margaux (Grand Cru Classé),France,Margaux,Château Lascombes,4.2,1131,89.0,2011,Red
466,Merlot,United States,Columbia Valley,Columbia Winery,3.7,1132,14.84,2016,Red
467,Pessac-Léognan (Grand Cru Classé de Graves),France,Pessac-Léognan,Château Pape Clément,4.4,1132,129.0,2006,Red
468,Conde de Valdemar Gran Reserva,Spain,Rioja,Bodegas Valdemar,4.0,1134,18.79,2010,Red
469,Syrah,Italy,Terre Siciliane,Cusumano,3.8,1134,7.9,2017,Red
470,Brunello di Montalcino,Italy,Brunello di Montalcino,Tenute Silvio Nardi,4.1,1136,38.3,2012,Red
471,Ganadero,Spain,Méntrida,Canopy,3.6,114,7.45,2017,Red
472,AS Ladieras,Spain,Campo de Borja,Cuevas de Arom,3.8,114,19.24,2015,Red
473,Bin 3 Merlot - Cabernet Sauvignon,South Africa,Stellenbosch,Kaapzicht,3.8,114,13.8,2016,Red
474,Gimblett Gravels Le Sol,New Zealand,Gimblett Gravels,Craggy Range,4.3,114,85.27,2015,Red
475,Pomerol,France,Pomerol,Château La Renaissance,4.1,114,24.27,2016,Red
476,Memorious Pinot Noir,United States,Sta. Rita Hills,Domaine de la Côte,4.2,114,54.0,2015,Red
477,Baron Nathaniel Pauillac,France,Pauillac,Baron Philippe de Rothschild,4.2,114,28.08,2016,Red
478,Saga Médoc,France,Médoc,Barons de Rothschild (Lafite),3.5,114,10.65,2016,Red
479,Haut-Médoc,France,Haut-Médoc,Château Haut-Bellevue,3.8,114,13.15,2014,Red
480,Cenit,Chile,Colchagua Valley,Caliterra,4.3,114,38.94,2012,Red
481,Maldoror,France,Côtes de Bourg,Château Fougas,3.7,114,43.95,2005,Red
482,Cuvée Juveniles,Australia,Barossa,Torbreck,3.9,114,24.75,2017,Red
483,Cabernet Veneto,Italy,Veneto,Torresella,3.3,114,6.77,2016,Red
484,Pessac-Léognan (Grand Cru Classé de Graves),France,Pessac-Léognan,Domaine de Chevalier,4.1,114,77.01,2017,Red
485,Purosangue Morellino di Scansano Sangiovese Riserva,Italy,Morellino di Scansano,Terenzi,3.8,114,25.26,2016,Red
486,Colline Côtes du Rhône Rouge,France,Côtes-du-Rhône,La Cabotte,3.7,114,8.98,2018,Red
487,Estate Perigee (Seven Hills Vineyard),United States,Walla Walla Valley,L'Ecole No 41,4.3,114,49.5,2013,Red
488,Pinot Noir Bourgogne,France,Bourgogne,Terres Dorées,3.9,114,16.9,2018,Red
489,Frauenfeld St. Laurent,Austria,Thermenregion,Johanneshof Reinisch,4.1,114,19.35,2015,Red
490,Signature Malbec,Argentina,Lujan de Cuyo,Susana Balbo,3.9,1143,24.75,2017,Red
491,Crozes-Hermitage Les Jalets,France,Crozes-Hermitage,Paul Jaboulet Aîné,3.7,1143,19.39,2016,Red
492,Ripassa Valpolicella Ripasso Superiore,Italy,Valpolicella Ripasso,Zenato,4.2,11433,19.99,2015,Red
493,La Segreta Il Rosso,Italy,Sicilia,Planeta,3.6,1145,8.36,2017,Red
494,Zinfandel,United States,California,Woodbridge by Robert Mondavi,3.8,1147,8.39,2017,Red
495,Margaux (Grand Cru Classé),France,Margaux,Château Brane-Cantenac,4.2,1149,96.99,2009,Red
496,Cabernet Sauvignon,Chile,Maipo Valley,Primus,3.8,1149,14.4,2014,Red
497,La Luna e I Falo Nizza,Italy,Barbera d'Asti,Vite Colte,3.7,115,17.95,2015,Red
498,Three Pines Cabernet Sauvignon,South Africa,Stellenbosch,Stark-Condé,4.0,115,38.99,2016,Red
499,Γουμένισσα (Goumenissa),Greece,Goumenissa,Chatzivaritis Estate,3.7,115,20.0,2015,Red
500,Toscana Rosso,Italy,Toscana,Tenuta Il Poggione,3.6,115,7.99,2018,Red
501,Le Benjamin de Beauregard Pomerol,France,Pomerol,Château Beauregard,3.9,115,34.9,2016,Red
502,Vigna Del Mandorlo Dolcetto d'Alba,Italy,Dolcetto d'Alba,Elvio Cogno,3.5,115,13.95,2016,Red
503,Estate Vineyards Syrah (Shiraz),South Africa,Stellenbosch,Rust En Vrede,4.3,115,23.75,2017,Red
504,Prima,France,Cadillac - Côtes de Bordeaux,Château Carignan,3.7,115,15.15,2006,Red
505,Cabernet Riserva,Italy,Südtirol - Alto Adige,Alois Lageder,3.7,115,20.19,2016,Red
506,Centine Rosso,Italy,Toscana,Banfi,3.7,115,8.5,2018,Red
507,Sangiovese di Romagna Superiore Riserva,Italy,Romagna,Poderi dal Nespoli,3.9,115,16.64,2016,Red
508,Powerline Syrah,United States,Walla Walla Valley,K Vintners,4.3,115,60.84,2016,Red
509,Granja Gran Reserva Rioja,Spain,Rioja,Remelluri,4.3,115,49.75,2011,Red
510,Carnevalè Riserva Cannonau di Sardegna,Italy,Cannonau di Sardegna,Giuseppe Sedilesu,4.1,115,25.83,2015,Red
511,Eloy Escudero Crianza,Spain,Ribera del Duero,Bodegas y Vinedos Escudero,3.7,115,12.43,2014,Red
512,Rouge,France,Côtes Catalanes,Domaine de l'Horizon,3.9,115,77.01,2011,Red
513,Gran Reserva,Spain,Rioja,Rioja Vega,3.9,115,18.5,2012,Red
514,Negroamaro Salento Maru,Italy,Salento,Castello Monaci,3.5,115,7.4,2018,Red
515,1300 Malbec,Argentina,Tupungato,Andeluna,3.7,1150,7.7,2018,Red
516,Gran Reserva Rioja,Spain,Rioja,Lan,3.9,1152,17.25,2008,Red
517,Cabernet Sauvignon,United States,California,Barefoot,3.3,1155,6.0,2017,Red
518,Cabernet Sauvignon - Merlot,Spain,Somontano,Enate,3.6,1156,19.89,2014,Red
519,Haut-Médoc,France,Haut-Médoc,Château Beaumont,3.6,1156,15.9,2014,Red
520,Castelgreve Chianti Classico Riserva,Italy,Chianti Classico,Castelli del Grevepesa,3.6,1157,17.84,2015,Red
521,Beaujolais-Villages,France,Beaujolais-Villages,Joseph Drouhin,3.9,116,12.14,2019,Red
522,Jester Cabernet Sauvignon,Australia,McLaren Vale,Mitolo,3.6,116,18.92,2017,Red
523,Chianti,Italy,Chianti,Monte Guelfo,3.3,116,7.75,2018,Red
524,Millenium Reserva,Spain,Ribera del Duero,Tinto Pesquera,4.5,116,82.86,2009,Red
525,Il Messo Governo Toscana,Italy,Toscana,Barbanera,3.7,116,7.79,2017,Red
